Discount Date,Product Name,Product Name Trans.,Original_Price,Discount,Discount Price,Product Link
Fino al 27 novembre,Pasta di Semola di Grano Duro N°73 Penne Rigate 1 kg Conad,Pasta De Sémola De Trigo Duro N°73 Penne Rigate 1 kg Conad,"1,35€",-0%,"1,35€",https://spesaonline.conad.it/p/pasta-di-semola-di-grano-duro-n73-penne-rigate-1-kg-conad--401352
Fino al 27 novembre,Pasta di semola di grano duro N°83 Tortiglioni 1 kg Conad,Pasta de sémola de trigo duro N°83 Tortiglioni 1 kg Conad,"1,35€",-0%,"1,35€",https://spesaonline.conad.it/p/pasta-di-semola-di-grano-duro-n83-tortiglioni-1-kg-conad--401355
Fino al 27 novembre,Pasta di Semola di Grano Duro N°89 Rigatoni 1 kg Conad,Pasta De Sémola De Trigo Duro N°89 Rigatoni 1 kg Conad,"1,35€",-0%,"1,35€",https://spesaonline.conad.it/p/pasta-di-semola-di-grano-duro-n89-rigatoni-1-kg-conad--401356
Fino al 27 novembre,Pasta di Semola di Grano Duro N°94 Sedani Rigati 1 kg Conad,Pasta De Sémola De Trigo Duro N°94 Sedani Rigati 1 kg Conad,"1,35€",-0%,"1,35€",https://spesaonline.conad.it/p/pasta-di-semola-di-grano-duro-n94-sedani-rigati-1-kg-conad--401374
Fino al 27 novembre,Pasta di Semola di Grano Duro N°98 Fusilli 1 kg Conad,Pasta De Sémola De Trigo Duro N°98 Fusilli 1 kg Conad,"1,35€",-0%,"1,35€",https://spesaonline.conad.it/p/pasta-di-semola-di-grano-duro-n98-fusilli-1-kg-conad--300967
Fino al 27 novembre,Pasta di Semola di Grano Duro Specialità N°215 Tagliatelle a Nido 500 g Conad,Especialidades de Pasta con Sémola de Trigo Duro N°215 Tagliatelle Anidados 500 g Conad,"1,05€",-0%,"1,05€",https://spesaonline.conad.it/p/pasta-di-semola-di-grano-duro-specialita-n215-tagliatelle-a-nido-500-g-conad--338614
Fino al 27 novembre,Pasta di Semola di Grano Duro Specialità N°216 Lasagnette a Nido 500 g Conad,Especialidades de Pasta con Sémola de Trigo Duro N°216 Lasaña Nido 500 g Conad,"1,05€",-0%,"1,05€",https://spesaonline.conad.it/p/pasta-di-semola-di-grano-duro-specialita-n216-lasagnette-a-nido-500-g-conad--300974
Fino al 27 novembre,Pasta di Semola di Grano Duro Specialità N°98 Fusilli 1 kg 8 minuti Conad,Pasta de sémola de trigo duro Especialidad N°98 Fusilli 1 kg 8 minutos Conad,"1,35€",-0%,"1,35€",https://spesaonline.conad.it/p/pasta-di-semola-di-grano-duro-specialita-n98-fusilli-1-kg-8-minuti-conad--401353
Fino al 27 novembre,Pasta per Pizza 385 g Conad,Masa para pizza 385 g Conad,"1,49€",-0%,"1,49€",https://spesaonline.conad.it/p/pasta-per-pizza-385-g-conad--277299
Fino al 27 novembre,Pastiglie Anticalcare Lavatrice 16 tabs 256 g Conad,Pastillas antical Lavadora 16 pastillas 256 g Conad,"2,99€",-17%,"2,49€",https://spesaonline.conad.it/p/pastiglie-anticalcare-lavatrice-16-tabs-256-g-conad--343368
Fino al 20 novembre,Pesto Fresco alla Genovese 150 g Conad,Pesto Fresco alla Genovese 150 g Conad,"1,99€",-10%,"1,79€",https://spesaonline.conad.it/p/pesto-fresco-alla-genovese-150-g-conad--292389
Fino al 27 novembre,Petto di Pollo al Forno 100 g Piacersi Conad,Pechuga de Pollo al Horno 100 g Piacersi Conad,"1,85€",-25%,"1,39€",https://spesaonline.conad.it/p/petto-di-pollo-al-forno-100-g-piacersi-conad--348376
Fino al 25 novembre,"Piacersi 0,1% di Grassi Bianco Magro 2 x 125 g Conad","Piacersi 0,1% Grasa Blanca Magra 2 x 125 g Conad","0,99€",-20%,"0,79€",https://spesaonline.conad.it/p/piacersi-01-di-grassi-bianco-magro-2-x-125-g-conad--363231
Fino al 27 novembre,Piacersi Petto di Tacchino al Forno 100 g Conad,Piacersi Pechuga de Pavo al Horno 100 g Conad,"1,85€",-25%,"1,39€",https://spesaonline.conad.it/p/piacersi-petto-di-tacchino-al-forno-100-g-conad--348375
Fino al 27 novembre,Piacersi Prosciutto Cotto Alta Qualità 100 g Conad,Piacersi Jamón Cocido Alta Calidad 100 g Conad,"2,29€",-17%,"1,89€",https://spesaonline.conad.it/p/piacersi-prosciutto-cotto-alta-qualita-100-g-conad--348378
Fino al 20 novembre,Pinoli 40 g Conad,Piñones 40 g Conad,"4,99€",-20%,"3,99€",https://spesaonline.conad.it/p/pinoli-40-g-conad--402559
Fino al 20 novembre,Più Gusto Latte UHT Microfiltrato Parzialmente scremato 1 l Conad,Più Gusto Leche UHT Microfiltrada Parcialmente Desnatada 1 l Conad,"1,29€",-8%,"1,19€",https://spesaonline.conad.it/p/piu-gusto-latte-uht-microfiltrato-parzialmente-scremato-1-l-conad--402609
Fino al 27 novembre,Plumcake con yogurt magro g. 190 - 6 pezzi Conad,Plumcake con yogur bajo en grasa g. 190 - 6 piezas Conad,"0,99€",-10%,"0,89€",https://spesaonline.conad.it/p/plumcake-con-yogurt-magro-g--190---6-pezzi-conad--201297
Fino al 18 novembre,Prosciutto Cotto 100 g Conad,Jamón Cocido 100 g Conad,"1,49€",-13%,"1,29€",https://spesaonline.conad.it/p/prosciutto-cotto-100-g-conad--194239
Fino al 27 novembre,Proteggislip Sottile Distesi 50 pz Conad,Protegeslips finos tumbados 50 uds Conad,"1,69€",-0%,"1,69€",https://spesaonline.conad.it/p/proteggislip-sottile-distesi-50-pz-conad--402449
Fino al 27 novembre,Proteggislip Ultra Distesi 40 pz Conad,Salvaslip ultra estirados 40 uds Conad,"1,69€",-0%,"1,69€",https://spesaonline.conad.it/p/proteggislip-ultra-distesi-40-pz-conad--401490
Fino al 27 novembre,Proteggislip Ultra Ripiegati 40 pz Conad,Protegeslip Ultra Folded 40 uds Conad,"1,69€",-0%,"1,69€",https://spesaonline.conad.it/p/proteggislip-ultra-ripiegati-40-pz-conad--402444
Fino al 27 novembre,Qualità Espresso Bar 18 Cialde Monodose per Macchine Espresso 125 g Conad,Espresso Bar Quality 18 monodosis para cafeteras espresso 125 g Conad,"2,85€",-0%,"2,85€",https://spesaonline.conad.it/p/qualita-espresso-bar-18-cialde-monodose-per-macchine-espresso-125-g-conad--270183
Fino al 27 novembre,Riccioli di Mais 85 g Conad,Maíz rizos 85 g Conad,"0,89€",-22%,"0,69€",https://spesaonline.conad.it/p/riccioli-di-mais-85-g-conad--401760
Fino al 27 novembre,Ricotta Fresca 250 g. Conad,Ricotta Fresca 250 g. Conad,"0,90€",-0%,"0,90€",https://spesaonline.conad.it/p/ricotta-fresca-250-g-conad--296138
Fino al 27 novembre,Sacchi nettezza Condominiali con Laccio 10 Sacchi Conad,Bolsas de basura de condominio con cuerda 10 bolsas Conad,"1,79€",-17%,"1,49€",https://spesaonline.conad.it/p/sacchi-nettezza-condominiali-con-laccio-10-sacchi-conad--345594
Fino al 27 novembre,Sacchi Nettezza Domestici con Laccio 20 Sacchi Conad,Bolsas de Basura Doméstica con Cordón 20 Conad Bolsas,"1,29€",-23%,"0,99€",https://spesaonline.conad.it/p/sacchi-nettezza-domestici-con-laccio-20-sacchi-conad--400752
Fino al 20 novembre,Salsa Cocktail 240 g Conad,Salsa Cocktail 240 g Conad,"1,99€",-34%,"1,32€",https://spesaonline.conad.it/p/salsa-cocktail-240-g-conad--157276
Fino al 20 novembre,Salsa pronta di Ciliegino di Sicilia 330 g Sapori & Dintorni Conad,Salsa de Cereza Siciliana lista para usar 330 g Sapori & Dintorni Conad,"1,29€",-8%,"1,19€",https://spesaonline.conad.it/p/salsa-pronta-di-ciliegino-di-sicilia-330-g-sapori--dintorni-conad--401485
Fino al 20 novembre,Salsa pronta di Datterino di Sicilia 330 g Sapori & Dintorni Conad,Salsa preparada de Datterino di Sicilia 330 g Sapori & Dintorni Conad,"1,29€",-8%,"1,19€",https://spesaonline.conad.it/p/salsa-pronta-di-datterino-di-sicilia-330-g-sapori--dintorni-conad--402527
Fino al 27 novembre,Sapone liquido Purificante Essentiae 300 ml Conad,Jabón Líquido Esencia Purificante 300 ml Conad,"1,29€",-0%,"1,29€",https://spesaonline.conad.it/p/sapone-liquido-purificante-essentiae-300-ml-conad--402035
Fino al 25 novembre,"SAPORI & DINTORNI CONAD Cappellacci Friarielli e ""Mozzarella di Bufala Campana DOP"" 250 g","SABORES Y ENTORNO CONAD Cappellacci Friarielli y ""Mozzarella di Bufala Campana DOP"" 250 g","3,39€",-24%,"2,59€",https://spesaonline.conad.it/p/sapori--dintorni-conad-cappellacci-friarielli-e-mozzarella-di-bufala-campana-dop-250-g--401975
Fino al 25 novembre,SAPORI & DINTORNI CONAD Girasoli Cacio e Pepe 250 g,SABORES Y ENTORNO CONAD Girasoli Cacio e Pepe 250 g,"3,39€",-24%,"2,59€",https://spesaonline.conad.it/p/sapori--dintorni-conad-girasoli-cacio-e-pepe-250-g--402553
Fino al 27 novembre,SAPORI & DINTORNI CONAD Guanciale 100 g,SABORES Y ENTORNO CONAD Guanciale 100 g,"2,99€",-13%,"2,59€",https://spesaonline.conad.it/p/sapori--dintorni-conad-guanciale-100-g--402454
Fino al 27 novembre,Sfoglia Rustica Lasagne all'uovo 250 g Conad,Explorar Lasaña Rústica de Huevo 250 g Conad,"1,29€",-16%,"1,09€",https://spesaonline.conad.it/p/sfoglia-rustica-lasagne-alluovo-250-g-conad--363836
Fino al 27 novembre,Sfoglie di riso e mais g. 200 Verso Natura Bio Conad,Hojas de arroz y maíz g. 200 Hacia la Naturaleza Bio Conad,"1,99€",-10%,"1,79€",https://spesaonline.conad.it/p/sfoglie-di-riso-e-mais-g--200-verso-natura-bio-conad--401150
Fino al 27 novembre,Shampoo Antiforfora Antiprurito 250 ml Conad,Champú Anticaspa 250 ml Conad,"1,59€",-0%,"1,59€",https://spesaonline.conad.it/p/shampoo-antiforfora-antiprurito-250-ml-conad--401689
Fino al 27 novembre,Shampoo Disciplinante 250 ml Conad,Champú disciplinante 250 ml Conad,"1,59€",-0%,"1,59€",https://spesaonline.conad.it/p/shampoo-disciplinante-250-ml-conad--401691
Fino al 27 novembre,Shampoo Nutriente 250 ml Conad,Shampoo Nutriente 250 ml Conad,"1,59€",-0%,"1,59€",https://spesaonline.conad.it/p/shampoo-nutriente-250-ml-conad--401690
Fino al 23 novembre,Spaghetti alla Chitarra 250 g Conad,Espaguetis a la chitarra 250 g Conad,"1,20€",-17%,"0,99€",https://spesaonline.conad.it/p/spaghetti-alla-chitarra-250-g-conad--312810
Fino al 27 novembre,Spaghetti Integrali 500 g Conad,Espaguetis Integrales 500 g Conad,"1,19€",-17%,"0,99€",https://spesaonline.conad.it/p/spaghetti-integrali-500-g-conad--401824
Fino al 27 novembre,Succo e Polpa di pesca biologica brik 200 ml x 3 Verso Natura Bio Conad,Zumo y pulpa de melocotón ecológico brik 200 ml x 3 Verso Natura Bio Conad,"1,99€",-25%,"1,49€",https://spesaonline.conad.it/p/succo-e-polpa-di-pesca-biologica-brik-200-ml-x-3-verso-natura-bio-conad--401128
Fino al 27 novembre,Tonno all'olio d'oliva g 80 x 4 Conad,Atún en aceite de oliva g 80 x 4 Conad,"3,29€",-0%,"3,29€",https://spesaonline.conad.it/p/tonno-allolio-doliva-g-80-x-4-conad--400672
Fino al 20 novembre,Tortellini con prosciutto crudo 500 g Conad,Tortellini con jamón crudo 500 g Conad,"2,49€",-8%,"2,29€",https://spesaonline.conad.it/p/tortellini-con-prosciutto-crudo-500-g-conad--345578
Fino al 27 novembre,Trofie di Semola di Grano duro 500 g Conad,Trofeo de sémola de trigo duro 500 g Conad,"1,99€",-25%,"1,49€",https://spesaonline.conad.it/p/trofie-di-semola-di-grano-duro-500-g-conad--226934
Fino al 27 novembre,Tuttifritti 2 litri Conad,Tuttifritti 2 litros Conad,"6,99€",-29%,"4,99€",https://spesaonline.conad.it/p/tuttifritti-2-litri-conad--311020
Fino al 27 novembre,Uva Sultanina 250 g Conad,Uva Sultana 250 g Conad,"1,59€",-25%,"1,19€",https://spesaonline.conad.it/p/uva-sultanina-250-g-conad--155458
Fino al 27 novembre,Würstel Pollo e Tacchino 250 g Conad,Würstel de Pollo y Pavo 250 g Conad,"1,29€",-23%,"0,99€",https://spesaonline.conad.it/p/wurstel-pollo-e-tacchino-250-g-conad--309656
Fino al 18 novembre,Yogurt cremoso - Fragola - Biologico 2x125g Verso Natura Bio Conad,Yogurt cremoso - Fragola - Biologico 2x125g Verso Natura Bio Conad,"1,29€",-23%,"0,99€",https://spesaonline.conad.it/p/yogurt-cremoso---fragola---biologico--2x125g-verso-natura-bio-conad--401097
Fino al 18 novembre,Yogurt Cremoso Pera Biologico Intero 2 x 125 g Verso Natura Bio Conad,Yogurt Cremoso Pera Biologico Intero 2 x 125 g Verso Natura Bio Conad,"1,29€",-23%,"0,99€",https://spesaonline.conad.it/p/yogurt-cremoso-pera-biologico-intero-2-x-125-g-verso-natura-bio-conad--401472
Fino al 23 novembre,4 Uova Fresche da Galline Allevate all'Aperto 230 g Percorso Qualità Conad,4 Huevos Frescos de Gallinas Camperas 230 g Conad Quality Path,"1,49€",-13%,"1,29€",https://spesaonline.conad.it/p/4-uova-fresche-da-galline-allevate-allaperto-230-g-percorso-qualita-conad--401499
Fino al 27 novembre,8.6 Original 500 mL,8.6 originales 500ml,"1,79€",-13%,"1,55€",https://spesaonline.conad.it/p/86-original-500-ml--10911877
Fino al 27 novembre,8.6 Red 500 mL,8.6 Rojo 500 mL,"1,99€",-12%,"1,75€",https://spesaonline.conad.it/p/86-red-500-ml--10911881
Fino al 20 novembre,"ADEZ, Bevanda Vegetale al Cocco 800ml (PET)","ADEZ, Bebida Vegetal de Coco 800ml (PET)","2,59€",-15%,"2,19€",https://spesaonline.conad.it/p/adez-bevanda-vegetale-al-cocco-800ml-pet--10908847
Fino al 20 novembre,"ADEZ, Bevanda Vegetale all'Avena 800ml (PET)","ADEZ, Bevanda Vegetale all'Avena 800ml (PET)","2,59€",-15%,"2,19€",https://spesaonline.conad.it/p/adez-bevanda-vegetale-allavena-800ml-pet--10908992
Fino al 20 novembre,"ADEZ, Bevanda Vegetale alla Mandorla con Avena e Riso 800ml (PET)","ADEZ, Bebida Vegetal de Almendras con Avena y Arroz 800ml (PET)","2,59€",-15%,"2,19€",https://spesaonline.conad.it/p/adez-bevanda-vegetale-alla-mandorla-con-avena-e-riso-800ml-pet--10908852
Fino al 20 novembre,Agromonte Salsa Pronta di Ciliegino 330 g,Salsa de Cereza Preparada Agromonte 330 g,"1,69€",-6%,"1,59€",https://spesaonline.conad.it/p/agromonte-salsa-pronta-di-ciliegino-330-g--10969028
Fino al 20 novembre,Agromonte Salsa Pronta di Datterino 330 g,Salsa Datterino Preparada Agromonte 330 g,"1,69€",-6%,"1,59€",https://spesaonline.conad.it/p/agromonte-salsa-pronta-di-datterino-330-g--10969026
Fino al 19 dicembre,Aia Wudy Classico 250 g,Aia Wudy Clásico 250 g,"1,39€",-29%,"0,99€",https://spesaonline.conad.it/p/aia-wudy-classico-250-g--11233253
Fino al 29 novembre,Aia Wudy Formaggio 150 g,Queso Aia Wudy 150 g,"0,99€",-20%,"0,79€",https://spesaonline.conad.it/p/aia-wudy-formaggio-150-g--11233189
Fino al 20 novembre,Algida Cremino 8 x 42 g,Algida Cremino 8 x 42 g,"3,79€",-20%,"3,05€",https://spesaonline.conad.it/p/algida-cremino-8-x-42-g--11388049
Fino al 20 novembre,Algida Cremino 8 x 42 g,Algida Cremino 8 x 42 g,"3,79€",-20%,"3,05€",https://spesaonline.conad.it/p/algida-cremino-8-x-42-g--10883855
Fino al 20 novembre,"Allegra San Benedetto 1,5 L PET","Allegra San Benedetto 1,5 L PET","1,09€",-18%,"0,89€",https://spesaonline.conad.it/p/allegra-san-benedetto-15-l-pet--10914401
Fino al 27 novembre,Amuchina Bagno Spray 750ml,Amuchina Bagno Spray 750ml,"3,49€",-37%,"2,19€",https://spesaonline.conad.it/p/amuchina-bagno-spray-750ml--10905969
Fino al 27 novembre,"Amuchina Pavimenti Aloe 1+0,5 L","Amuchina Pavimenti Aloe 1+0,5 L","2,69€",-33%,"1,79€",https://spesaonline.conad.it/p/amuchina-pavimenti-aloe-105-l--10905979
Fino al 27 novembre,"Amuchina Pavimenti Freschezza Alpina 1+0,5 L",Amuchina Pavimenti Frescezza Alpina 1+0.5 L,"2,69€",-33%,"1,79€",https://spesaonline.conad.it/p/amuchina-pavimenti-freschezza-alpina-105-l--10905942
Fino al 27 novembre,"Amuchina Pavimenti Limone 1+0,5 L","Amuchina Pavimenti Limone 1+0,5 L","2,69€",-33%,"1,79€",https://spesaonline.conad.it/p/amuchina-pavimenti-limone-105-l--10905956
Fino al 27 novembre,Baby Pannolini Newborn 1 2/5 kg 28 pezzi Conad,Bebé Pañales Recién nacido 1 2/5 kg 28 piezas Conad,"4,99€",-0%,"4,99€",https://spesaonline.conad.it/p/baby-pannolini-newborn-1-2-5-kg-28-pezzi-conad--401426
Fino al 27 novembre,Barilla Basilico 400g,Albahaca Barilla 400g,"2,19€",-32%,"1,49€",https://spesaonline.conad.it/p/barilla-basilico-400g--10631374
Fino al 20 novembre,Barilla Emiliane Tortellini all'uovo 250g,Barilla Emiliane Tortellini con huevo 250g,"3,29€",-15%,"2,79€",https://spesaonline.conad.it/p/barilla-emiliane-tortellini-alluovo-250g--10731565
Fino al 20 novembre,Barilla Integrale Farfalle 500 g,Farfalle Integral Barilla 500 g,"1,69€",-30%,"1,19€",https://spesaonline.conad.it/p/barilla-integrale-farfalle-500-g--11104882
Fino al 20 novembre,Barilla Integrale Spaghetti 500 g,Espagueti Integral Barilla 500 g,"1,69€",-6%,"1,59€",https://spesaonline.conad.it/p/barilla-integrale-spaghetti-500-g--10849212
Fino al 20 novembre,Barilla Pesto alla Genovese con Basilico Fresco 190g,Barilla Pesto alla Genovese con Albahaca Fresca 190g,"2,59€",-31%,"1,79€",https://spesaonline.conad.it/p/barilla-pesto-alla-genovese-con-basilico-fresco-190g--11413669
Fino al 20 novembre,Barilla Ragù alla Bolognese 400g,Salsa Boloñesa Barilla 400g,"2,99€",-27%,"2,19€",https://spesaonline.conad.it/p/barilla-ragu-alla-bolognese-400g--10631377
Fino al 27 novembre,Barilla Salsa Pronta Classica 100% ingredienti italiani 300g,Salsa Barilla Clásica Preparada 100% ingredientes italianos 300g,"1,99€",-15%,"1,69€",https://spesaonline.conad.it/p/barilla-salsa-pronta-classica-100-ingredienti-italiani-300g--10729591
Fino al 27 novembre,Barilla Salsa Pronta Datterini 100% ingredienti italiani 300g,Barilla Salsa Pronta Datterini 100% ingredientes italianos 300g,"1,99€",-15%,"1,69€",https://spesaonline.conad.it/p/barilla-salsa-pronta-datterini-100-ingredienti-italiani-300g--10731653
Fino al 27 novembre,Barilla Sugo all'Arrabbiata 400g,Salsa Barilla Arrabbiata 400g,"2,19€",-32%,"1,49€",https://spesaonline.conad.it/p/barilla-sugo-allarrabbiata-400g--10699443
Fino al 20 novembre,Barilla Sugo Amatriciana 400g,Salsa Barilla Amatriciana 400g,"2,99€",-23%,"2,29€",https://spesaonline.conad.it/p/barilla-sugo-amatriciana-400g--10729745
Fino al 20 novembre,Barilla Sugo Ragù Montanaro con Funghi 400g,Salsa Barilla Ragout De Montaña Con Setas 400g,"2,99€",-27%,"2,19€",https://spesaonline.conad.it/p/barilla-sugo-ragu-montanaro-con-funghi-400g--10731559
Fino al 20 novembre,Barilla Sugo Tonno 100% Pomodoro Italiano 400g,Salsa De Atún Barilla 100% Tomate Italiano 400g,"2,99€",-23%,"2,29€",https://spesaonline.conad.it/p/barilla-sugo-tonno-100-pomodoro-italiano-400g--10731518
Fino al 20 novembre,Bauli i Classici Croissant Crema pasticcera 10 x 50 g,Natillas Croissant Bauli i Classici 10 x 50 g,"3,99€",-20%,"3,19€",https://spesaonline.conad.it/p/bauli-i-classici-croissant-crema-pasticcera-10-x-50-g--10830575
Fino al 30 novembre,Bauli i Classici Croissant Tradizionale 6 x 40 g,Bauli i Classici Tradicional Croissant 6 x 40 g,"1,89€",-11%,"1,69€",https://spesaonline.conad.it/p/bauli-i-classici-croissant-tradizionale-6-x-40-g--10830641
Fino al 20 novembre,Beck's Birra pilsner tedesca bottiglia 66cl,Cerveza pilsner alemana Beck's botella 66cl,"1,59€",-6%,"1,49€",https://spesaonline.conad.it/p/becks-birra-pilsner-tedesca-bottiglia-66cl--10879992
Fino al 24 novembre,Bianco Crema di Yogurt 500 g Müller,Bianco Crema di Yogurt 500 g Müller,"1,89€",-11%,"1,69€",https://spesaonline.conad.it/p/bianco-crema-di-yogurt-500-g-muller--10757548
Fino al 27 novembre,Birra Moretti la Zero % vol. 3 x 33 cl,Birra Moretti la Zero % vol. 3 x 33 cl,"2,59€",-23%,"1,99€",https://spesaonline.conad.it/p/birra-moretti-la-zero--vol-3-x-33-cl--10908441
Fino al 27 novembre,Birra Moretti Ricetta Originale 3 x 33 cl,Birra Moretti Receta Original 3 x 33 cl,"2,59€",-23%,"1,99€",https://spesaonline.conad.it/p/birra-moretti-ricetta-originale-3-x-33-cl--10908417
Fino al 27 novembre,Buondì Cioccolato 6 x 45 g,Buondi Chocolate 6 x 45 g,"2,69€",-45%,"1,49€",https://spesaonline.conad.it/p/buondi-cioccolato-6-x-45-g--10830583
Fino al 27 novembre,"Burn Original da 0,25 ml","Burn Original da 0,25 ml","1,10€",-37%,"0,69€",https://spesaonline.conad.it/p/burn-original-da-025-ml--10909012
Fino al 27 novembre,Calvé Classica 225 ml,Calvé Clásica 225 ml,"1,99€",-15%,"1,69€",https://spesaonline.conad.it/p/calve-classica-225-ml--10883813
Fino al 20 novembre,Cameo le Irresistibili Torta allo Yogurt 270 g,Cameo le Irresistibili Torta allo Yogurt 270 g,"4,49€",-7%,"4,19€",https://spesaonline.conad.it/p/cameo-le-irresistibili-torta-allo-yogurt-270-g--10714527
Fino al 27 novembre,Capitan Findus 4 Croccole di Merluzzo 400 g,Capitán Findus 4 Bacalao Croccole 400 g,"7,49€",-33%,"4,99€",https://spesaonline.conad.it/p/capitan-findus-4-croccole-di-merluzzo-400-g--11173015
Fino al 20 novembre,Capitan Findus I Gratinati Merluzzo d'Alaska con Erbe Mediterranee 380 g,Capitan Findus I Bacalao de Alaska Gratinado con Hierbas Mediterráneas 380 g,"6,69€",-15%,"5,69€",https://spesaonline.conad.it/p/capitan-findus-i-gratinati-merluzzo-dalaska-con-erbe-mediterranee-380-g--11145522
Fino al 20 novembre,Capitan Findus I Gratinati Merluzzo d'Alaska con Pomodoro e Basilico 380 g,Capitan Findus I Bacalao de Alaska Gratinado con Tomate y Albahaca 380 g,"6,69€",-15%,"5,69€",https://spesaonline.conad.it/p/capitan-findus-i-gratinati-merluzzo-dalaska-con-pomodoro-e-basilico-380-g--11145521
Fino al 20 novembre,Carte d'Or Nocciola 400 g,Carte d'Or Avellana 400 g,"3,99€",-35%,"2,59€",https://spesaonline.conad.it/p/carte-dor-nocciola-400-g--10884460
Fino al 20 novembre,Carte d'Or Tiramisù 400 g,Carte d'Or Tiramisù 400 g,"3,99€",-35%,"2,59€",https://spesaonline.conad.it/p/carte-dor-tiramisu-400-g--10884499
Fino al 27 novembre,Cirio i Classici dal 1856 Polpa Finissima 3 x 400 g,Cirio i Classici dal 1856 Finest Pulp 3 x 400 g,"2,99€",-13%,"2,59€",https://spesaonline.conad.it/p/cirio-i-classici-dal-1856-polpa-finissima-3-x-400-g--10562034
Fino al 27 novembre,Clinians Hydra Plus Crema Idratante Leggera Pelli Normali o Miste 50 mL,Clinians Hydra Plus Crema Hidratante Ligera Piel Normal o Mixta 50 mL,"4,99€",-10%,"4,49€",https://spesaonline.conad.it/p/clinians-hydra-plus-crema-idratante-leggera-pelli-normali-o-miste-50-ml--10927102
Fino al 27 novembre,"COCA-COLA Original Taste 1,35L x 2 (PET)","COCA-COLA Sabor Original 1,35L x 2 (PET)","2,79€",-22%,"2,19€",https://spesaonline.conad.it/p/coca-cola-original-taste-135l-x-2-pet--10890745
Fino al 27 novembre,"COCA-COLA Zero Zuccheri 1,35L x 2 (PET)","COCA-COLA Zero Zuccheri 1,35L x 2 (PET)","2,79€",-22%,"2,19€",https://spesaonline.conad.it/p/coca-cola-zero-zuccheri-135l-x-2-pet--10958866
Fino al 27 novembre,COLORERIA Blu Notte 350 gr.,COLORERIA Blu Notte 350 gr.,"5,99€",-13%,"5,19€",https://spesaonline.conad.it/p/coloreria-blu-notte-350-gr--11177670
Fino al 21 novembre,CONAD Percorso Qualità Ananas Gold Selection Costa Rica,CONAD Quality Path Piña Gold Selection Costa Rica,"0,18€",-28%,"0,13€",https://spesaonline.conad.it/p/conad-percorso-qualita-ananas-gold-selection-costa-rica--10578407
Fino al 20 novembre,Corvo Terre Siciliane IGT bianco 750 ml,Corvo Terre Siciliane IGT blanco 750 ml,"5,69€",-2%,"5,59€",https://spesaonline.conad.it/p/corvo-terre-siciliane-igt-bianco-750-ml--10817866
Fino al 20 novembre,Corvo Terre Siciliane IGT rosso 750 ml,Corvo Terre Siciliane IGT rojo 750 ml,"5,69€",-2%,"5,59€",https://spesaonline.conad.it/p/corvo-terre-siciliane-igt-rosso-750-ml--10817879
Fino al 27 novembre,Danacol Fragola 4 x 100 g,Danacol Fragola 4 x 100 g,"3,79€",-22%,"2,95€",https://spesaonline.conad.it/p/danacol-fragola-4-x-100-g--10871038
Fino al 18 novembre,Danone Yogoloso Yogurt alla Fragola Super Mario 2 x 110 g,Danone Yogoloso Yogurt alla Fragola Super Mario 2 x 110 g,"1,85€",-9%,"1,69€",https://spesaonline.conad.it/p/danone-yogoloso-yogurt-alla-fragola-super-mario-2-x-110-g--10871033
Fino al 20 novembre,Dreher Birra Lager Originale 66 cl,Dreher Birra Lager Originale 66cl,"1,19€",-17%,"0,99€",https://spesaonline.conad.it/p/dreher-birra-lager-originale-66-cl--10908426
Fino al 27 novembre,Elmex dentifricio Protezione Carie 75 ml,Elmex Pasta Dental Protección Caries 75 ml,"4,69€",-19%,"3,79€",https://spesaonline.conad.it/p/elmex-dentifricio-protezione-carie-75-ml--10930730
Fino al 27 novembre,"Elmex dentifricio Sensitive, denti sensibili, 75 ml","Elmex Sensitive pasta dentífrica, dientes sensibles, 75 ml","4,69€",-19%,"3,79€",https://spesaonline.conad.it/p/elmex-dentifricio-sensitive-denti-sensibili-75-ml--10930739
Fino al 27 novembre,"Elmex spazzolino Sensitive denti sensibili, morbido","Elmex Sensitive cepillo de dientes dientes sensibles, suave","3,49€",-14%,"2,99€",https://spesaonline.conad.it/p/elmex-spazzolino-sensitive-denti-sensibili-morbido--717572
Fino al 24 novembre,Fage fruyo Limone 0% Grassi 150 g,Fage fruyo Limón 0% Grasa 150 g,"1,49€",-13%,"1,29€",https://spesaonline.conad.it/p/fage-fruyo-limone-0-grassi-150-g--11370186
Fino al 27 novembre,Feudo del Principe Grillo Sicilia D.O.C. 750 ml,Feudo del Principe Grillo Sicilia D.O.C. 750 ml,"4,99€",-20%,"3,99€",https://spesaonline.conad.it/p/feudo-del-principe-grillo-sicilia-doc-750-ml--11169220
Fino al 27 novembre,Feudo del Principe Nero d'Avola Sicilia D.O.C. 750 ml,Feudo del Principe Nero d'Avola Sicilia D.O.C. 750 ml,"4,99€",-20%,"3,99€",https://spesaonline.conad.it/p/feudo-del-principe-nero-davola-sicilia-doc-750-ml--10937651
Fino al 23 novembre,Filetti di Aringhe Affumicate 200 g,Filetes de Arenque Ahumado 200 g,"3,19€",-9%,"2,89€",https://spesaonline.conad.it/p/filetti-di-aringhe-affumicate-200-g--10828497
